study_id,session_id,trial_id,run_id,sequence_order,model_name,timestamp,domain,stem,tld,tld_type,label_type,prompt_type,prompt_id,retrieval_priority_1,retrieval_type_1,retrieval_purpose_1,retrieval_confidence_1,retrieval_priority_2,retrieval_type_2,retrieval_purpose_2,retrieval_confidence_2,retrieval_priority_3,retrieval_type_3,retrieval_purpose_3,retrieval_confidence_3,retrieval_priority_4,retrieval_type_4,retrieval_purpose_4,retrieval_confidence_4,retrieval_priority_5,retrieval_type_5,retrieval_purpose_5,retrieval_confidence_5,overall_retrieval_strategy,uncertainty_posture,verification_escalation,retrieval_depth_priority,justification_type,justification_notes,caution_count,mentions_risk,mentions_verification,mentions_uncertainty,mentions_scrutiny,mentions_retrieval_sequencing,mentions_authority_checking,mentions_metadata,mentions_content_retrieval,coder_id,coding_version
study1_P1,S1,P1_027,R1,3,perplexity,5/27/2026,merquonix.finance,merquonix,.finance,sector-specific,finance,full_triage,S1_P1,DNS/WHOIS passive lookup,infrastructure,"Query passive DNS and WHOIS/RDAP records for registration metadata, creation date, registrar, nameservers, registration status, privacy protection, and domain lifecycle indicators without interacting with the target site.",90,Historical archive and reputation check,reputation,"Query passive reputation sources, web archives, first-known snapshots, threat-intelligence databases, security-vendor flags, phishing/malware reports, and prior content-history indicators without active scanning.",85,,,,,,,,,,,,,finance-sensitive passive-first sequencing,narrowed,high,passive-first,passive,"Emphasizes passive metadata and historical/reputation checks before any active interaction in a financial-domain context. Explicitly defers page content fetching, SSL/TLS handshake validation, and brand-name reputation search because the SLD is assumed semantically meaningless; sequencing maximizes uncertainty reduction per retrieval unit while preserving constrained-safety posture.",9,1,1,1,1,1,1,0,0,RF,v1
study1_P1,S1,P1_028,R1,4,perplexity,5/27/2026,merquonix.legal,merquonix,.legal,sector-specific,legal,full_triage,S1_P1,Passive registration and hosting-footprint verification,metadata,"Query DNS/WHOIS-style registration data, resolver outputs, and TLS certificate metadata to determine whether the domain is parked, inactive, misconfigured, or serving a live property without analyzing semantic content.",84,Lightweight HTTP behavior inspection,technical,"Issue minimal HTTP requests to inspect response headers, redirect behavior, and landing-page shell characteristics before initiating deeper crawling or semantic retrieval.",80,Minimal-interaction legal-sector verification sequencing,procedural,"Prioritize technical existence and hosting-state verification before semantic inspection in order to preserve triage flexibility, minimize interaction, and determine whether the source warrants routine, elevated, or deferred handling.",88,,,,,,,,,cautious infrastructure-first legal triage,narrowed,moderate,passive-first,structural,"Strong emphasis on passive infrastructure validation, lightweight HTTP inspection, and interaction minimization before semantic analysis. Treats the .legal namespace as suggestive but insufficient for content assumptions while still motivating cautious verification sequencing.",7,0,1,1,1,1,0,1,0,RF,v1
study1_P1,S1,P1_029,R1,5,perplexity,5/27/2026,merquonix.kids,merquonix,.kids,sector-specific,child-oriented,full_triage,S1_P1,Passive domain and hosting verification,metadata,"Query DNS/WHOIS-style registration data, nameservers, hosting posture, and TLS signals to establish ownership, lifecycle, delegation, and routing context without touching page content.",90,Robots.txt and root-header retrieval,technical,"Retrieve robots.txt and root response headers to determine crawl policy, redirects, content type, and whether a safe low-interaction retrieval path exists.",80,Minimal homepage snapshot,content-structure,"Capture the smallest useful landing-page sample only if needed to determine whether the site is child-directed, family-oriented, educational, or unrelated to the namespace cue.",75,,,,,,,,,least-interaction child-namespace verification sequencing,narrowed,moderate,passive-first,structural,"Strong emphasis on least-interaction sequencing, passive infrastructure verification, robots/header inspection, and minimal surface sampling before deeper content analysis. Treats the .kids namespace as a weak child-oriented cue that shapes cautious retrieval without supporting confident classification or trust inference.",7,0,1,1,1,1,0,1,1,RF,v1
study1_P1,S1,P1_030,R1,6,perplexity,5/27/2026,merquonix.org,merquonix,.org,general-purpose,general,full_triage,S1_P1,Passive domain intelligence check,infrastructure,"Query WHOIS/registration metadata, DNS/NS records, and passive reputation/blocklist indicators to determine whether the domain is newly registered, privacy-protected, parked, flagged, or structurally suspicious without active interaction.",92,Historical presence and temporal-footprint retrieval,corroboration,"Query archived snapshots, historical WHOIS records, historical DNS traces, and prior infrastructure footprints to distinguish dormant, repurposed, newly created, or historically stable domains.",81,,,,,,,,,,,,,general-purpose passive structural sequencing,narrowed,medium,passive-first,passive,"Emphasizes low-interaction structural and temporal-context retrieval before any active content interaction under sparse-information conditions. Sequencing prioritizes uncertainty preservation, rapid contextualization, and temporal footprint analysis while explicitly avoiding premature trustworthiness or legitimacy inference.",4,0,0,0,0,1,1,0,0,RF,v1
study1_P1,S1,P1_031,R1,1,perplexity,5/27/2026,caldrison.com,caldrison,.com,general-purpose,general,full_triage,S1_P1,Domain resolution and registration metadata inspection,metadata,"Query DNS resolution state and WHOIS/registrar metadata to establish whether the domain is active, delegated, publicly registered, privacy-shielded, or structurally dormant before content interaction.",94,Passive HTTP status and redirect probing,technical,"Issue passive HTTP probes against root and common variants to inspect status codes, redirects, and server/header behavior without engaging semantic page content.",90,Least-interpretive infrastructure-first sequencing,procedural,"Prioritize passive infrastructure and reachability checks before any content retrieval in order to reduce uncertainty cheaply, preserve ambiguity, and determine whether deeper inspection is warranted.",91,,,,,,,,,passive-first ambiguity preservation,narrowed,high,metadata-first,structural,"Strong emphasis on least-interpretive retrieval sequencing, passive infrastructure validation, and operational behavior inspection prior to any semantic analysis. Frames DNS/WHOIS and HTTP status checks as procedural gating mechanisms for later retrieval escalation decisions.",7,0,1,1,0,1,0,1,0,RF,v1
study1_P1,S1,P1_032,R1,2,perplexity,5/27/2026,caldrison.med,caldrison,.med,sector-specific,medical,full_triage,S1_P1,WHOIS/RDAP registration verification,metadata,"Query passive WHOIS/RDAP records to confirm registration status, registrar identity, expiration timing, and nameserver configuration for the .med domain without retrieving content.",90,.med registry eligibility validation,compliance,Query registry or accredited registrar validation systems to confirm whether the domain currently satisfies .med credentialing and eligibility requirements for medical entities.,85,credential-verification healthcare sequencing,procedural,Prioritize passive registration confirmation followed by registry-backed credential validation before any content retrieval in order to distinguish healthcare namespace signaling from verified medical legitimacy.,88,,,,,,,,,registry-governed medical verification,narrowed,high,metadata-first,structural,"Strong emphasis on passive registration analysis, registry-backed credential validation, and healthcare-specific eligibility confirmation prior to content interaction. Explicitly separates .med namespace signaling from actual verified medical legitimacy and current registry compliance.",8,0,1,1,1,1,1,1,0,RF,v1
study1_P1,S1,P1_033,R1,3,perplexity,5/27/2026,caldrison.finance,caldrison,.finance,sector-specific,finance,full_triage,S1_P1,Passive finance-namespace check,structural,Confirm whether the domain form or namespace cue plausibly supports finance-adjacent routing without relying on substantive content or assuming legitimacy.,85,"Low-interaction registration, DNS, TLS, and redirect inspection",technical,"Check registration metadata, DNS configuration, TLS/certificate details, HTTP status behavior, and redirects to determine whether the source is active, parked, transient, misconfigured, or structurally unusual.",80,Minimal landing-page or robot-accessible metadata retrieval,content-structure,"Fetch only minimal landing-page or robot-accessible metadata to identify obvious institutional markers, contact cues, or their absence before deeper semantic retrieval.",70,,,,,,,,,namespace-first financial verification sequencing,narrowed,high,passive-first,structural,"Strong emphasis on namespace-level finance-adjacent routing, low-interaction infrastructure checks, and minimal metadata retrieval before substantive content analysis. Treats the finance cue as insufficient for trust or legitimacy while still shaping elevated review sequencing.",7,0,1,1,1,1,1,1,1,RF,v1
study1_P1,S1,P1_034,R1,4,perplexity,5/27/2026,caldrison.legal,caldrison,.legal,sector-specific,legal,full_triage,S1_P1,Registration and operator metadata inspection,metadata,"Query WHOIS/registration records, DNS/hosting signals, and passive registrant or organizational footprint data to determine whether the domain corresponds to a real operational property with an identifiable controlling entity.",87,Minimal identity-page retrieval,content-structure,"Retrieve lightweight identity-oriented pages such as About, Contact, Disclaimer, Privacy Policy, and footer/legal notices to expose operator identity, business model, and site scope without broad semantic crawling.",82,infrastructure-first legal provenance verification,procedural,Prioritize passive infrastructure and provenance verification before minimal identity-page retrieval in order to reduce uncertainty cheaply and distinguish routine legal-business sites from more ambiguous or sensitive entities prior to deeper analysis.,84,,,,,,,,,passive-first provenance sequencing,narrowed,moderate,metadata-first,structural,"Strong emphasis on passive registration analysis, organizational provenance checks, and lightweight identity-page retrieval before broad content analysis. Treats operator identification and infrastructure legitimacy as primary procedural gates for downstream legal-sector handling.",7,0,1,1,1,1,1,1,1,RF,v1
study1_P1,S1,P1_035,R1,5,perplexity,5/27/2026,caldrison.kids,caldrison,.kids,sector-specific,legal,child-oriented,S1_P1,WHOIS/RDAP registration inspection,metadata,"Query passive WHOIS/RDAP registration records to determine registration status, creation date, expiration timing, registrar identity, and nameserver configuration for the .kids domain.",88,Passive DNS and basic HTTP-behavior inspection,technical,"Perform low-interaction DNS resolution and basic HTTP status probing to determine whether the domain resolves, redirects, exposes HTTPS, or serves operational infrastructure without retrieving substantive content.",82,child-safety passive-first infrastructure sequencing,procedural,"Prioritize passive registration and operational-state verification before any content retrieval in order to reduce uncertainty, assess child-safety exposure, and establish whether the domain is active or merely registered.",85,,,,,,,,,registration-first child-domain verification,narrowed,high,metadata-first,structural,"Strong emphasis on passive WHOIS/RDAP analysis, DNS operational checks, and minimal HTTP-behavior inspection before semantic retrieval. Frames the .kids namespace as requiring elevated child-safety caution while restricting early-stage analysis to structural and operational signals only.",8,0,1,1,1,1,0,1,0,RF,v1
study1_P1,S1,P1_036,R1,6,perplexity,5/27/2026,caldrison.org,caldrison,.org,general-purpose,general,full_triage,S1_P1,Passive registration and DNS metadata inspection,metadata,"Query WHOIS/RDAP registration data, nameservers, registration timing, registrar identity, and privacy/proxy indicators to establish operational footprint and distinguish newly registered or masked domains from established infrastructure.",94,Lightweight technical reachability inspection,technical,"Check DNS resolution state, HTTP status behavior, and redirect patterns to determine whether the domain is active, parked, redirected, or unreachable before deeper analysis.",89,Minimal surface semantic inspection,content-structure,"Retrieve only minimal homepage semantic cues such as title tags, meta descriptions, or first-screen text if the domain proves reachable in order to assign a provisional subject area.",81,uncertainty-first escalation sequencing,procedural,"Prioritize least-intrusive structural evidence before technical reachability checks and defer semantic inspection until infrastructure signals justify it, preserving ambiguity while efficiently reducing uncertainty.",92,,,,,passive-first ambiguity management,narrowed,high,metadata-first,structural,"Strong emphasis on passive registration analysis, lightweight reachability verification, and tightly constrained semantic sampling only after infrastructure validation. Frames the sequencing as explicitly uncertainty-first and opposed to premature legitimacy or subject inference.",7,0,1,1,1,1,1,1,1,RF,v1
study1_P1,S1,P1_037,R1,1,claude,5/27/2026,lanteravia.com,lanteravia,.com,general-purpose,general,full_triage,S1_P1,Passive DNS and registration metadata retrieval,metadata,"Check DNS resolution and WHOIS records to determine registration age, registrar identity, jurisdictional signals, resolution status, and whether the domain appears parked, expired, pre-launch, or structurally active.",78,Passive infrastructure signal retrieval,technical,"Query autonomous system data, reverse IP records, and hosting-provider information to identify network neighborhood, shared infrastructure risks, and whether later retrieval should be sandboxed or deferred.",61,Certificate Transparency log inspection,metadata,"Query public CT logs to identify certificate issuance history, subdomain patterns, issuance timing, and possible structural maturity signals without direct contact with the source.",54,,,,,,,,,passive-first interaction-deferred sequencing,narrowed,moderate,metadata-first,mixed,"Strong emphasis on passive-first retrieval, interaction deferral, structural/infrastructural/temporal uncertainty reduction, and conditional low-active HEAD retrieval only after passive checks. Explicitly states that each step produces routing signal only, not trustworthiness or authority conclusions.",8,1,1,1,0,1,0,1,0,RF,v1
study1_P1,S1,P1_038,R1,2,claude,5/27/2026,lanteravia.med,lanteravia,.med,sector-specific,medical,full_triage,S1_P1,Passive DNS and registration-record lookup,metadata,"Query WHOIS and DNS records to determine registration age, registrar identity, organizational disclosure, nameserver configuration, and whether the domain is actively registered or resolving.",72,HTTP HEAD inspection,technical,"Issue a HEAD request to inspect HTTP status behavior, redirects, server headers, and content-type declarations without retrieving body content.",80,TLD registry and namespace-policy inspection,governance,"Query authoritative .med registry policies to determine whether the namespace imposes credentialing, eligibility, or sector restrictions that affect the validity of the healthcare signal.",65,,,,,,,,,passive-before-minimal-active sequencing,narrowed,moderate,metadata-first,governance,"Strong emphasis on passive registration analysis, namespace-governance validation, and minimal-active HTTP probing only after passive checks. Explicitly treats .med sector classification as contingent on registry governance strength and repeatedly defers semantic/content analysis pending structural verification.",9,0,1,1,1,1,1,1,0,RF,v1
study1_P1,S1,P1_039,R1,3,claude,5/27/2026,lanteravia.finance,lanteravia,.finance,sector-specific,finance,full_triage,S1_P1,Passive DNS and registration-record lookup,metadata,"Query WHOIS/RDAP records to establish registration status, registrar identity, registration age, and privacy-shielding configuration without direct interaction with the domain.",78,Passive HTTP resolution inspection,technical,"Issue a low-interaction HEAD request to determine whether the domain resolves, what HTTP status is returned, and whether redirects or CDN-mediated behavior are present.",71,robots.txt and structural metadata retrieval,content-structure,"Retrieve robots.txt, sitemap declarations, and associated structural headers to determine whether the domain is configured as an operational web property without performing semantic content analysis.",54,,,,,,,,,cost-to-signal constrained sequencing,narrowed,high,metadata-first,structural,"Strong emphasis on cost-efficient uncertainty reduction, passive-first retrieval ordering, and deferred semantic analysis. Frames sequencing as structurally gated by progressively richer operational signals and repeatedly distinguishes structural retrieval from semantic/content evaluation.",8,0,1,1,1,1,1,1,1,RF,v1
study1_P1,S1,P1_040,R1,4,claude,5/27/2026,lanteravia.legal,lanteravia,.legal,sector-specific,legal,full_triage,S1_P1,Passive DNS and registration-record lookup,metadata,"Query WHOIS, registrar, DNS resolution, MX, NS, and A/AAAA records to determine registration age, resolution state, registrant surface, and infrastructural delegation without interacting with the target directly.",72,TLS certificate-transparency log inspection,governance,"Query public CT logs to determine HTTPS issuance history, operational timeline, wildcard certificate usage, and possible subdomain surface associated with the domain.",65,HTTP HEAD retrieval,technical,"Issue a minimal HEAD request over HTTPS to determine HTTP status behavior, redirects, server software, CDN/hosting indicators, and whether the domain presents an active operational surface.",68,,,,,,,,,passive-before-active gated sequencing,narrowed,moderate,metadata-first,structural,"Strongly emphasizes passive-before-active sequencing, operational-history verification through CT logs, and gated progression toward minimal interaction only after structural facts are established. Explicitly frames all outputs as structural routing signals rather than authority or legitimacy assessments.",9,0,1,1,1,1,1,1,0,RF,v1
study1_P1,S1,P1_041,R1,5,claude,5/28/2026,lanteravia.kids,lanteravia,.kids,sector-specific,child-oriented,full_triage,S1_P1,Passive infrastructure signal retrieval,technical,"Check DNS records, TLS/certificate status, and HTTP/HTTPS response headers or redirects without body retrieval to determine live infrastructure state, transport-layer posture, and affiliated redirect surfaces.",88,Registration and namespace-compliance record retrieval,compliance,"Query WHOIS/RDAP records and .kids registry sponsorship or admission information to assess registration timing, registrar identity, jurisdictional/provenance signals, and namespace compliance status.",75,Passive reputation and prior-observation signal retrieval,reputation,"Check passive DNS history, public crawl/index timestamps, blocklists, child-safety/general reputation databases, and CT logs to determine prior observation history, flagging status, and certificate issuance patterns.",70,,,,,,,,,child-safety elevated-scrutiny sequencing,narrowed,high,passive-first,mixed,"Strong emphasis on passive and low-interaction sequencing under a vulnerable-population namespace flag, with infrastructure checks, registry/provenance review, and reputation history used as procedural signals before any content rendering. Explicitly defers legitimacy, authority, trustworthiness, and content-level conclusions.",10,1,1,1,1,1,1,1,0,RF,v1
study1_P1,S1,P1_042,R1,6,claude,5/28/2026,lanteravia.org,lanteravia,.org,general-purpose,general,full_triage,S1_P1,Passive DNS/registration metadata retrieval,infrastructure,"Query WHOIS/RDAP registration data, registrar identity, registration age, registrant jurisdiction (if visible), and nameserver configuration without direct domain interaction to establish structural provenance and hosting category.",74,Passive HTTP/TLS behavior probe,behavior,"Perform minimal HTTP HEAD/TLS handshake retrieval to inspect status codes, redirect chains, certificate issuer, SAN fields, certificate age, and transport posture without body/content retrieval.",81,Passive reputation and historical-footprint retrieval,historical,"Query archive indexes, passive threat-intelligence feeds, and historical observation records to determine prior crawl presence, coarse historical categorization, or prior flagging events without active content retrieval.",67,,,,,,,,,uncertainty-preserving infrastructure-first sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on maximal epistemic deficit and uncertainty-preserving handling. Retrieval sequence prioritizes passive provenance and infrastructure signals before any semantic/content retrieval, with explicit rejection of legitimacy inference from any individual signal.",5,0,1,0,0,1,1,0,0,RF,v1
study1_P1,S1,P1_043,R1,1,claude,5/28/2026,merquonix.com,merquonix,.com,general-purpose,general,full_triage,S1_P1,Passive DNS/registration metadata retrieval,infrastructure,"Query WHOIS/RDAP registration data, registrar identity, registration age, nameserver configuration, and DNS resolution records (A/AAAA/MX) to establish domain existence, hosting posture, and temporal provenance without site contact.",75,TLS certificate-transparency retrieval,technical,"Query CT logs for certificate issuance timing, CA identity, SAN fields, and subdomain proliferation to infer operational maturity and possible scope signals without active retrieval.",70,ASN/hosting infrastructure retrieval,infrastructure,"Map resolved IPs to ASN, hosting provider, and geolocation to identify shared/cloud/bulletproof hosting contexts and infrastructure-level abuse priors without content inspection.",60,Conditional HTTP HEAD retrieval,behavior,"Perform a single HEAD request to inspect HTTP status, redirect behavior, content-type declaration, and server headers without body retrieval or rendering.",80,,,,,passive-first uncertainty reduction sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on exhausting passive retrieval before initiating even minimal active contact. Retrieval logic is explicitly tied to reducing identified uncertainty gaps rather than assessing trustworthiness, with HEAD retrieval gated on earlier infrastructure signals remaining non-disqualifying.",4,0,1,0,0,1,1,1,1,RF,v1
study1_P1,S1,P1_044,R1,2,claude,5/28/2026,merquonix.med,merquonix,.med,sector-specific,medical,full_triage,S1_P1,Passive DNS/registration provenance retrieval,infrastructure,"Query WHOIS/RDAP records and passive DNS history to recover registrar identity, registration age, registrant jurisdiction, and nameserver configuration without initiating active site contact.",74,TLD registry/policy calibration retrieval,policy,"Query .med registry documentation and namespace policy requirements to determine whether credentialing, sector verification, or identity validation governs registration eligibility.",66,Passive infrastructure/reputation retrieval,reputation,"Query passive threat-intelligence feeds, ASN/IP reputation, blocklists, and certificate-transparency logs to identify infrastructure-level risk signals or prior flagged associations without direct retrieval from the target.",61,,,,,,,,,health-sector namespace calibration sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on calibrating the interpretive weight of the .med namespace itself before progressing to active retrieval. All steps remain passive and explicitly avoid legitimacy or trustworthiness conclusions, maintaining uncertainty-preserving handling while refining provenance, policy, and infrastructure risk posture.",7,1,1,0,0,1,1,0,0,RF,v1
study1_P1,S1,P1_045,R1,3,claude,5/28/2026,merquonix.finance,merquonix,.finance,sector-specific,finance,full_triage,S1_P1,Passive DNS/registration provenance retrieval,infrastructure,"Query WHOIS/RDAP registration data, registration age, registrar identity, nameserver assignments, and DNS resolution records (A/AAAA/MX) to establish operational status and registration profile without contacting the domain directly.",78,Passive threat-intelligence/reputation retrieval,reputation,"Query third-party threat-intelligence aggregators, historical IP association datasets, and prior flagging records to determine whether the domain or related infrastructure appears in known-bad environments without origin interaction.",63,Certificate-transparency infrastructure retrieval,technical,"Query public CT logs for issued certificates, issuance timing, and subdomain structure to infer HTTPS provisioning intent and possible operational patterns without active retrieval.",69,,,,,,,,,financial-sector elevated passive sequencing,narrowed,high,passive-first,mixed,"Strong emphasis on maintaining elevated-scrutiny handling while exhausting fully passive retrieval layers before any active HTTP interaction. Retrieval ordering is explicitly tied to minimizing observable origin contact while refining operational status, threat posture, and infrastructure intent under financial-sector uncertainty.",9,1,1,1,1,1,1,0,0,RF,v1
study1_P1,S1,P1_046,R1,4,claude,5/28/2026,merquonix.legal,merquonix,.legal,sector-specific,legal,full_triage,S1_P1,Passive registration-envelope retrieval,infrastructure,"Query WHOIS/RDAP registration data including registration age, registrar identity, registrant jurisdiction, and privacy-shielding status to establish administrative provenance without contacting the origin server.",73,Passive DNS operational retrieval,infrastructure,"Query A/AAAA, MX, NS, and TXT records to determine infrastructure presence, mail configuration, hosting posture, and possible third-party verification/platform affiliations without active retrieval.",65,Minimal HTTP behavior retrieval,behavior,"Issue a HEAD request only to recover HTTP status, redirect chain, and server headers without fetching body content or rendering pages.",68,Certificate-transparency operational-history retrieval,technical,"Query public CT logs for certificate issuance timing, issuing CA, wildcard usage, and subdomain exposure to infer operational history and infrastructure scale.",57,,,,,legal-sector uncertainty-preserving sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on passive-before-active sequencing and incremental uncertainty reduction. Retrieval logic prioritizes administrative provenance and infrastructure posture before minimal HTTP interaction, explicitly separating operational signals from legitimacy or authority inference.",6,1,1,0,0,1,1,1,1,RF,v1
study1_P1,S1,P1_047,R1,5,claude,5/28/2026,merquonix.kids,merquonix,.kids,sector-specific,child-oriented,full_triage,S1_P1,Passive registration/provenance retrieval,infrastructure,"Query WHOIS/RDAP registration data, registrar identity, registration age, nameserver configuration, and RDAP metadata to establish domain existence and structural provenance without contacting the origin server.",82,TLD registry compliance retrieval,policy,Query .kids registry compliance/accreditation records or suspension lists to determine whether the domain has passed registry-level procedural eligibility or vetting requirements.,67,Minimal HTTP behavior retrieval,behavior,"Issue a HEAD request only to recover HTTP status, redirect behavior, and server headers without body/content retrieval.",88,Passive archival-history retrieval,historical,Query third-party web archives or crawl indexes for prior snapshots or indexing history to infer earlier operational state or coarse subject-area classification without live retrieval.,59,,,,,child-safety elevated passive-first sequencing,narrowed,high,passive-first,mixed,"Strong emphasis on vulnerable-population handling and preserving passive-first sequencing under elevated scrutiny. Retrieval ordering prioritizes provenance and registry-level procedural status before minimal active probing, while explicitly separating procedural gating from legitimacy or trustworthiness conclusions.",10,1,1,1,1,1,1,1,1,RF,v1
study1_P1,S1,P1_048,R1,6,claude,5/28/2026,merquonix.org,merquonix,.org,general-purpose,general,full_triage,S1_P1,Passive DNS/registration provenance retrieval,infrastructure,"Query WHOIS/RDAP records, registration age, registrar identity, registrant jurisdiction, nameserver configuration, and passive DNS history to establish namespace existence and operational provenance without direct site interaction.",74,Passive certificate-transparency retrieval,technical,"Query CT logs for issuance history, issuing CA, operational timeline, and subdomain exposure to infer HTTPS deployment maturity and possible latent semantic signals absent from the SLD.",67,Passive reputation/intelligence retrieval,reputation,"Query threat-intelligence feeds, abuse indices, and reputation datasets to determine whether the domain or associated infrastructure has prior flagged history without contacting the origin server.",61,Conditional minimal HTTP behavior retrieval,behavior,"Issue a HEAD request only to recover HTTP status, redirect behavior, server headers, and security-header posture without fetching body content or executing scripts.",58,,,,,general-purpose uncertainty-preserving sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on passive-before-active sequencing and asymmetric-signal gating under general-purpose namespace uncertainty. Retrieval ordering is explicitly designed to halt escalation if passive disqualifying signals emerge, preserving uncertainty-first handling while minimizing origin interaction.",4,0,1,0,0,1,1,1,1,RF,v1
study1_P1,S1,P1_049,R1,1,claude,5/28/2026,caldrison.com,caldrsion,.com,general-purpose,general,full_triage,S1_P1,Passive DNS/registration provenance retrieval,infrastructure,"Query WHOIS/RDAP registration data, registration date, registrar identity, registrant jurisdiction, and delegation status to establish basic namespace provenance without origin contact.",72,Minimal HTTP behavior retrieval,behavior,"Issue a HEAD request only to determine HTTP resolution state, status code, redirect chain, server response, and TLS certificate presence/issuer without content retrieval.",80,Indexed reference / archival-footprint retrieval,corroboration,"Query search-index presence, cached snapshots, archive availability, historical content footprint, and inbound-link context without direct origin contact.",63,,,,,,,,,general-purpose cost-yield gated sequencing,narrowed,medium,passive-first,mixed,"Strong emphasis on interaction-cost-aware retrieval sequencing under uncertainty-preserving Path B handling. Retrieval logic prioritizes provenance, then minimal HTTP-state resolution, then historical/indexed footprint, with explicit deferral of full content retrieval and conditional escalation if passive signals cluster toward high uncertainty.",3,0,0,0,0,1,1,1,1,RF,v1
study1_P1,S1,P1_050,R1,2,claude,5/28/2026,caldrison.med,caldrsion,.med,sector-specific,medical,full_triage,S1_P1,Passive DNS/registration provenance retrieval,infrastructure,"Query WHOIS/DNS records to determine resolution status, registration date, registrar identity, registrant-jurisdiction visibility, and metadata redaction patterns without direct origin contact.",72,Passive TLS certificate inspection,behavior,"Query certificate-transparency logs and TLS issuance history to determine certificate existence, issuance timeline, certificate authority, and subdomain presence without substantive interaction.",65,Minimal HTTP header retrieval,behavior,"Issue a HEAD request only to determine HTTP status behavior, redirect chains, server headers, and content-type declarations without retrieving page content.",68,,,,,,,,,healthcare-sensitive passive-before-active sequencing,narrowed,high,passive-before-active,mixed,Strong emphasis on passive infrastructure characterization before any direct interaction under Path A healthcare-sensitive handling. Retrieval sequencing explicitly separates operational legitimacy signals from trustworthiness inference while maintaining heightened scrutiny and deferring semantic/content-level retrieval until structural uncertainty is reduced.,8,1,1,1,0,1,1,0,0,RF,v1
study1_P1,S1,P1_051,R1,3,claude,5/28/2026,caldrison.finance,caldrsion,.finance,sector-specific,finance,full_triage,S1_P1,Passive DNS/registration provenance retrieval,infrastructure,"Query WHOIS/RDAP registration data, DNS A/MX/NS records, registration age, registrar identity, registrant-visibility status, and resolution state without origin-server interaction.",72,Minimal HTTP/TLS operational inspection,behavior,"Issue a HEAD request and inspect TLS certificate chains, issuer identity, SAN fields, issuance dates, server headers, and redirect behavior without retrieving page content.",67,Passive reputation and historical-footprint retrieval,corroboration,"Query passive threat-intelligence feeds, passive DNS history, blocklist status, archive presence, and historical crawl/index records without interacting with the live domain.",61,,,,,,,,,finance-sensitive passive-escalation sequencing,narrowed,high,passive-before-active,mixed,"Strong emphasis on exhausting passive provenance and historical-footprint signals before minimal live interaction under finance-sensitive Path A handling. Retrieval sequencing prioritizes registration age, operational liveness, certificate characteristics, and historical ecosystem visibility while explicitly separating infrastructure characterization from legitimacy or trustworthiness inference.",9,1,1,1,1,1,1,1,1,RF,v1
study1_P1,S1,P1_052,R1,4,claude,5/28/2026,caldrison.legal,caldrsion,.legal,sector-specific,legal,full_triage,S1_P1,Passive DNS/registration provenance retrieval,infrastructure,"Query WHOIS/RDAP registration data, registrar identity, registration age, registrant jurisdiction, registrant-opacity status, and nameserver configuration to establish basic structural provenance without direct domain interaction.",70,Passive TLS certificate-history retrieval,technical,"Query certificate-transparency logs for TLS issuance history, issuing CA, subdomain scope, and operational timeline without origin interaction.",65,Passive reputation/blocklist retrieval,reputation,"Query threat-intelligence aggregators, domain reputation indices, blocklists, phishing databases, and abuse registries to screen for negative signals before active retrieval.",60,Minimal HTTP header probe,behavior,"Issue a HEAD request only to determine HTTP resolution, server headers, redirect behavior, advertised platform signals, and TLS handshake completion without content retrieval.",75,,,,,legal-sector passive-before-active sequencing,narrowed,medium,passive-before-active,mixed,"Strong emphasis on passive provenance, certificate-history, and negative-signal screening before minimal active HTTP interaction under legal-sector uncertainty. Retrieval sequencing preserves Path B handling while allowing escalation if passive signals cluster toward risk, and explicitly separates triage inputs from legitimacy, authority, or trustworthiness determinations.",6,1,1,1,0,1,1,1,1,RF,v1
study1_P1,S1,P1_053,R1,5,claude,5/28/2026,caldrison.kids,caldrsion,.kids,sector-specific,child-oriented,full_triage,S1_P1,Passive DNS/registration provenance retrieval,infrastructure,"Query WHOIS/RDAP registration data, registrar identity, registration age, registrant jurisdiction visibility, nameserver configuration, and DNS delegation state for caldrison.kids without direct content interaction.",78,Minimal HTTP/TLS surface inspection,behavior,"Issue HEAD requests to caldrison.kids and www.caldrison.kids to retrieve HTTP status behavior, redirect chains, server headers, content-type declarations, and security-header presence without fetching body content.",82,TLD registry compliance retrieval,compliance,Query publicly accessible .kids registry compliance or eligibility records to determine whether the registration appears associated with namespace-level child-safety or restricted-registration requirements.,61,Passive reputation/blocklist cross-reference,reputation,"Query public threat-intelligence feeds, domain reputation systems, and blocklist aggregators for adverse signals associated with caldrison.kids or related infrastructure.",52,,,,,child-oriented compliance-aware passive sequencing,narrowed,high,passive-before-active,mixed,"Strong emphasis on passive infrastructure characterization and namespace-level compliance verification before any semantic or content retrieval under a child-oriented Path A handling posture. Retrieval sequencing prioritizes operational existence, HTTP-state resolution, and registry-level procedural context while explicitly separating structural signals from legitimacy or trustworthiness determinations.",8,1,1,1,0,1,1,1,1,RF,v1
